time,swiggy,zomato,Eatsure,Eatclub,Dominoz,BigBasket,Dunzo,zepto,Blinkit,Others,Total deliveries
2022-10-31 5:00:00,0,0,0,0,0,0,0,0,0,0,0
2022-10-31 6:00:00,1,0,0,0,0,0,0,0,0,0,1
2022-10-31 7:00:00,0,0,0,0,0,1,0,0,1,0,2
2022-10-31 8:00:00,0,1,0,0,0,1,1,0,0,0,3
2022-10-31 9:00:00,2,1,0,0,0,1,0,0,0,0,4
2022-10-31 10:00:00,1,1,1,0,0,1,1,2,0,0,7
2022-10-31 11:00:00,2,1,1,0,0,2,1,0,1,0,8
2022-10-31 12:00:00,7,1,0,0,1,1,0,0,1,0,11
2022-10-31 13:00:00,11,3,0,1,0,1,0,0,0,0,16
2022-10-31 14:00:00,6,3,0,0,0,0,0,2,1,0,12
2022-10-31 15:00:00,5,2,0,0,0,1,0,5,1,0,14
2022-10-31 16:00:00,5,1,0,1,0,0,1,2,1,0,11
2022-10-31 17:00:00,3,0,0,0,0,0,0,1,1,0,5
2022-10-31 18:00:00,6,0,0,1,0,0,1,1,1,0,10
2022-10-31 19:00:00,9,4,0,1,0,0,0,0,3,0,17
2022-10-31 20:00:00,14,2,1,0,0,1,0,2,0,0,20
2022-10-31 21:00:00,13,7,0,1,0,0,0,1,1,0,23
2022-10-31 22:00:00,12,2,1,2,0,0,2,3,0,0,22
2022-10-31 23:00:00,9,0,1,1,0,0,0,1,0,0,12
2022-11-01 0:00:00,5,1,0,1,0,0,0,3,0,0,10
2022-11-01 1:00:00,8,1,0,0,0,0,0,0,0,0,9
2022-11-01 2:00:00,4,2,0,0,0,0,0,0,0,0,6
2022-11-01 3:00:00,1,0,0,0,0,0,0,0,0,1,2
2022-11-01 4:00:00,2,0,0,0,0,0,0,0,0,0,2
2022-11-01 5:00:00,0,0,0,0,0,0,0,0,0,0,0
2022-11-01 6:00:00,0,0,0,0,0,0,1,0,1,0,2
2022-11-01 7:00:00,0,0,0,0,0,3,0,0,0,0,3
2022-11-01 8:00:00,0,1,0,0,0,1,1,1,0,0,4
2022-11-01 9:00:00,1,0,0,0,0,0,1,1,0,1,4
2022-11-01 10:00:00,0,0,0,0,0,1,0,1,1,0,3
2022-11-01 11:00:00,1,1,0,1,0,0,0,0,1,0,4
2022-11-01 12:00:00,9,3,0,0,0,2,0,1,1,0,16
2022-11-01 13:00:00,11,3,0,0,0,0,2,2,0,0,18
2022-11-01 14:00:00,4,3,0,0,1,1,1,0,1,0,11
2022-11-01 15:00:00,7,2,0,1,0,0,0,3,0,0,13
2022-11-01 16:00:00,6,0,0,1,0,0,0,1,1,0,9
2022-11-01 17:00:00,6,2,0,0,0,1,2,0,1,0,12
2022-11-01 18:00:00,5,1,0,0,0,0,0,2,1,0,9
2022-11-01 19:00:00,10,6,0,1,0,2,0,2,1,0,22
2022-11-01 20:00:00,12,6,2,1,1,0,3,2,0,0,27
2022-11-01 21:00:00,21,3,1,1,0,1,3,1,0,0,31
2022-11-01 22:00:00,15,2,0,2,1,0,2,2,0,0,24
2022-11-01 23:00:00,9,4,0,0,0,0,1,2,0,0,16
2022-11-02 0:00:00,3,0,1,0,0,0,0,0,0,1,5
2022-11-02 1:00:00,5,0,0,0,0,0,0,0,0,0,5
2022-11-02 2:00:00,4,1,0,0,0,0,0,0,0,0,5
2022-11-02 3:00:00,1,1,0,0,0,0,0,0,0,0,2
2022-11-02 4:00:00,2,1,0,0,0,0,0,0,0,0,3
2022-11-02 5:00:00,0,0,0,0,0,0,0,0,0,0,0
2022-11-02 6:00:00,0,0,0,0,0,0,0,0,0,0,0
2022-11-02 7:00:00,0,0,0,0,0,0,0,1,0,0,1
2022-11-02 8:00:00,0,0,0,0,0,0,0,0,0,0,0
2022-11-02 9:00:00,0,0,0,0,0,0,0,0,1,0,1
2022-11-02 10:00:00,4,0,0,0,0,1,1,0,0,0,6
2022-11-02 11:00:00,2,1,0,1,0,1,0,1,1,0,7
2022-11-02 12:00:00,9,1,0,0,0,0,1,2,1,0,14
2022-11-02 13:00:00,18,2,0,1,0,0,0,1,0,0,22
2022-11-02 14:00:00,13,1,0,0,0,0,0,0,0,0,14
2022-11-02 15:00:00,9,4,0,3,1,1,0,0,0,0,18
2022-11-02 16:00:00,5,2,0,0,0,2,0,1,2,1,13
2022-11-02 17:00:00,4,1,0,0,0,0,1,1,1,0,8
2022-11-02 18:00:00,5,2,0,0,0,0,0,0,2,0,9
2022-11-02 19:00:00,15,0,0,0,0,1,1,1,0,0,18
2022-11-02 20:00:00,15,7,2,3,1,0,2,4,0,1,35
2022-11-02 21:00:00,5,2,0,0,0,0,0,0,2,0,9
2022-11-02 22:00:00,15,3,1,0,0,0,0,3,1,0,23
2022-11-02 23:00:00,11,1,1,2,0,0,0,2,0,0,17
2022-11-03 0:00:00,3,2,0,0,0,0,0,1,0,0,6
2022-11-03 1:00:00,5,0,0,0,0,0,0,1,0,0,6
2022-11-03 2:00:00,6,2,0,0,0,0,0,0,0,0,8
2022-11-03 3:00:00,1,0,1,0,0,0,0,0,0,0,2
2022-11-03 4:00:00,0,1,0,0,0,0,0,0,0,0,1
2022-11-03 5:00:00,0,0,0,0,0,0,0,0,0,0,0
2022-11-03 6:00:00,0,0,0,0,0,0,0,0,0,0,0
2022-11-03 7:00:00,0,0,0,0,0,0,0,0,1,1,2
2022-11-03 8:00:00,0,0,0,0,0,0,0,1,0,0,1
2022-11-03 9:00:00,2,0,0,0,0,2,1,1,1,0,7
2022-11-03 10:00:00,2,0,0,0,0,0,0,1,1,0,4
2022-11-03 11:00:00,1,0,0,0,0,0,0,1,0,0,2
2022-11-03 12:00:00,6,1,0,0,0,0,0,0,1,0,8
2022-11-03 13:00:00,10,3,0,0,0,0,0,1,0,0,14
2022-11-03 14:00:00,13,1,0,1,0,0,0,1,0,0,16
2022-11-03 15:00:00,2,2,1,0,0,0,0,0,0,0,5
2022-11-03 16:00:00,7,2,0,1,1,2,1,1,0,0,15
2022-11-03 17:00:00,10,1,0,0,0,0,1,1,0,0,13
2022-11-03 18:00:00,6,0,0,0,0,1,2,3,1,0,13
2022-11-03 19:00:00,9,3,0,2,2,0,0,0,0,0,16
2022-11-03 20:00:00,20,5,1,2,4,0,0,4,1,1,38
2022-11-03 21:00:00,23,4,0,0,0,0,0,1,0,0,28
2022-11-03 22:00:00,10,7,1,2,0,0,1,3,1,0,25
2022-11-03 23:00:00,10,1,1,1,0,0,1,1,0,0,15
2022-11-04 0:00:00,5,1,0,0,0,0,0,1,0,0,7
2022-11-04 1:00:00,2,1,0,0,0,0,0,1,0,0,4
2022-11-04 2:00:00,2,1,0,0,0,0,0,0,0,0,3
2022-11-04 3:00:00,3,3,0,0,0,0,0,0,0,0,6
2022-11-04 4:00:00,0,1,0,0,0,0,0,0,0,0,1
2022-11-04 5:00:00,1,1,0,0,0,0,0,0,0,0,2
2022-11-04 6:00:00,0,0,0,0,0,0,0,0,0,0,0
2022-11-04 7:00:00,0,0,0,0,0,1,0,1,1,0,3
2022-11-04 8:00:00,0,0,0,0,0,1,0,0,0,0,1
2022-11-04 9:00:00,0,0,0,0,0,1,1,0,0,0,2
2022-11-04 10:00:00,1,1,0,0,0,0,0,0,0,1,3
2022-11-04 11:00:00,3,2,0,0,0,0,0,4,0,0,9
2022-11-04 12:00:00,7,3,0,0,0,0,0,1,0,0,11
2022-11-04 13:00:00,8,6,1,1,0,0,1,0,0,0,17
2022-11-04 14:00:00,9,2,0,0,0,0,0,1,0,0,12
2022-11-04 15:00:00,16,2,0,1,0,0,1,1,0,0,21
2022-11-04 16:00:00,4,2,1,0,0,0,0,0,0,1,8
2022-11-04 17:00:00,12,2,0,1,0,0,0,2,0,0,17
2022-11-04 18:00:00,7,1,0,0,0,0,0,1,2,0,11
2022-11-04 19:00:00,17,3,1,1,1,1,0,4,2,0,30
2022-11-04 20:00:00,16,4,0,2,0,1,0,1,0,0,24
2022-11-04 21:00:00,11,3,1,1,0,0,1,3,1,0,21
2022-11-04 22:00:00,8,2,1,1,0,0,0,1,1,0,14
2022-11-04 23:00:00,15,1,0,0,1,0,1,2,0,0,20
2022-11-05 0:00:00,19,5,1,1,0,0,0,0,0,0,26
2022-11-05 1:00:00,4,1,0,0,0,0,0,1,0,0,6
2022-11-05 2:00:00,7,1,0,0,0,0,0,0,0,0,8
2022-11-05 3:00:00,5,0,0,0,0,0,0,0,0,0,5
2022-11-05 4:00:00,0,1,0,0,0,0,0,0,0,0,1
2022-11-05 5:00:00,1,0,0,0,0,0,0,0,0,0,1
2022-11-05 6:00:00,0,0,0,0,0,0,0,0,0,0,0
2022-11-05 7:00:00,0,0,0,0,0,3,0,0,1,0,4
2022-11-05 8:00:00,1,0,0,0,0,0,0,1,0,0,2
2022-11-05 9:00:00,0,1,0,0,0,0,0,2,0,0,3
2022-11-05 10:00:00,0,1,0,0,0,0,1,0,0,0,2
2022-11-05 11:00:00,2,1,0,0,0,0,1,0,1,0,5
2022-11-05 12:00:00,6,2,0,0,0,0,0,0,1,1,10
2022-11-05 13:00:00,7,4,0,0,1,0,1,2,1,0,16
2022-11-05 14:00:00,10,7,0,0,0,0,0,0,0,0,17
2022-11-05 15:00:00,11,1,2,2,0,1,1,1,2,0,21
2022-11-05 16:00:00,4,1,2,2,0,0,0,2,1,0,12
2022-11-05 17:00:00,6,3,2,1,0,0,0,1,0,0,13
2022-11-05 18:00:00,7,6,0,0,0,1,1,2,1,0,18
2022-11-05 19:00:00,6,3,0,0,0,0,0,1,0,0,10
2022-11-05 20:00:00,13,3,0,1,0,0,0,1,0,0,18
2022-11-05 21:00:00,11,2,0,0,0,0,0,1,1,0,15
2022-11-05 22:00:00,9,7,0,0,0,0,0,1,0,0,17
2022-11-05 23:00:00,11,2,0,0,1,0,0,0,0,0,14
2022-11-06 0:00:00,7,5,0,1,0,0,0,3,0,0,16
2022-11-06 1:00:00,13,2,0,0,0,0,0,1,0,0,16
2022-11-06 2:00:00,6,1,0,0,0,0,1,0,0,0,8
2022-11-06 3:00:00,7,3,0,0,0,0,0,0,0,0,10
2022-11-06 4:00:00,2,1,0,0,0,0,0,0,0,0,3
2022-11-06 5:00:00,0,0,0,0,0,0,0,0,0,0,0
2022-11-06 6:00:00,0,0,0,0,0,0,0,0,0,0,0
2022-11-06 7:00:00,1,1,0,0,0,1,0,1,1,0,5
2022-11-06 8:00:00,2,0,0,0,0,2,0,1,1,0,6
2022-11-06 9:00:00,3,1,0,0,0,0,0,0,0,2,6
2022-11-06 10:00:00,12,1,0,0,0,0,0,2,2,0,17
2022-11-06 11:00:00,4,1,0,0,0,4,4,3,0,0,16
2022-11-06 12:00:00,29,9,0,2,0,0,1,3,0,0,44
2022-11-06 13:00:00,15,16,1,2,1,1,1,1,3,0,41
2022-11-06 14:00:00,9,10,1,0,1,1,0,1,1,1,25
2022-11-06 15:00:00,22,4,0,1,1,0,1,3,0,0,32
2022-11-06 16:00:00,9,2,0,0,0,1,0,1,0,0,13
2022-11-06 17:00:00,6,0,0,0,0,0,0,1,0,0,7
2022-11-06 18:00:00,1,1,0,0,0,1,0,3,1,0,7
2022-11-06 19:00:00,8,5,0,0,0,0,1,3,1,0,10
2022-11-06 20:00:00,13,5,0,0,0,1,1,3,0,0,10
2022-11-06 21:00:00,6,1,0,0,0,1,1,1,0,0,4
2022-11-06 22:00:00,8,3,0,0,0,0,0,1,0,0,4
2022-11-06 23:00:00,4,6,0,0,2,0,0,3,0,0,11
2022-11-07 0:00:00,9,1,0,0,0,0,0,1,0,0,2
2022-11-07 1:00:00,8,0,0,0,0,0,0,0,0,0,0
2022-11-07 2:00:00,3,2,0,0,0,0,0,0,0,0,2
2022-11-07 3:00:00,2,0,0,0,0,0,0,0,0,0,0
2022-11-07 4:00:00,1,0,0,0,0,0,0,0,0,0,0
2022-11-07 5:00:00,1,0,0,0,0,0,0,0,0,0,0
2022-11-07 6:00:00,0,0,0,0,0,0,0,0,0,0,0
2022-11-07 7:00:00,1,0,0,0,0,0,0,0,1,0,1
2022-11-07 8:00:00,2,0,0,0,0,1,1,0,0,0,2
2022-11-07 9:00:00,0,1,0,0,0,0,0,0,1,0,2
2022-11-07 10:00:00,4,2,0,0,0,0,0,0,0,0,2
2022-11-07 11:00:00,4,1,0,0,0,1,0,0,1,0,3
2022-11-07 12:00:00,7,1,0,0,0,0,1,0,0,0,2
2022-11-07 13:00:00,15,0,0,2,1,0,0,0,0,1,4
2022-11-07 14:00:00,16,1,0,2,0,2,0,0,0,0,5
2022-11-07 15:00:00,13,0,0,1,0,0,1,1,0,0,3
2022-11-07 16:00:00,8,4,1,1,0,1,0,0,0,0,7
2022-11-07 17:00:00,3,0,0,0,0,1,0,1,1,0,3
2022-11-07 18:00:00,4,1,0,1,1,1,3,0,0,0,7
2022-11-07 19:00:00,9,3,0,0,0,3,0,4,2,0,12
2022-11-07 20:00:00,12,3,0,1,0,0,0,4,1,1,10
2022-11-07 21:00:00,15,4,0,1,0,0,1,3,0,0,9
2022-11-07 22:00:00,17,3,0,2,0,1,0,1,2,0,9
2022-11-07 23:00:00,7,2,0,0,0,0,1,0,1,0,4
2022-11-08 0:00:00,2,0,0,0,0,0,1,0,0,0,1
2022-11-08 1:00:00,5,1,0,1,0,0,0,0,0,0,2
2022-11-08 2:00:00,3,3,0,0,0,0,0,0,0,0,3
2022-11-08 3:00:00,1,1,0,0,0,0,0,0,0,0,1
2022-11-08 4:00:00,0,1,0,0,0,0,0,0,0,0,1
2022-11-08 5:00:00,0,0,0,0,0,0,0,0,0,0,0
2022-11-08 6:00:00,0,0,0,0,0,0,0,0,0,0,0
2022-11-08 7:00:00,2,0,0,0,0,1,0,0,0,0,1
2022-11-08 8:00:00,1,0,0,0,0,2,2,2,0,0,6
2022-11-08 9:00:00,1,1,0,0,0,2,0,1,0,0,4
2022-11-08 10:00:00,1,1,0,0,0,0,2,2,0,0,5
2022-11-08 11:00:00,4,1,0,2,0,0,0,0,1,0,4
2022-11-08 12:00:00,3,2,0,1,0,0,0,1,0,1,5
2022-11-08 13:00:00,8,6,1,0,0,0,2,1,0,0,10
2022-11-08 14:00:00,15,2,0,0,1,0,1,2,2,0,8
2022-11-08 15:00:00,10,4,0,1,1,0,1,1,1,0,9
2022-11-08 16:00:00,5,3,1,1,0,1,1,2,1,1,11
2022-11-08 17:00:00,3,0,0,0,0,1,0,1,1,0,3
2022-11-08 18:00:00,8,0,1,1,0,1,0,3,0,1,7
2022-11-08 19:00:00,11,2,0,1,1,0,1,3,1,0,9
2022-11-08 20:00:00,11,4,0,0,0,0,0,2,2,0,8
2022-11-08 21:00:00,12,2,0,0,0,0,0,0,0,0,2
2022-11-08 22:00:00,15,2,0,0,0,0,1,2,0,0,5
2022-11-08 23:00:00,13,1,1,0,0,0,0,2,0,0,4
2022-11-09 0:00:00,6,1,0,0,0,0,0,1,0,0,2
2022-11-09 1:00:00,4,1,0,0,0,0,0,2,0,0,3
2022-11-09 2:00:00,3,1,0,0,0,0,0,0,0,0,1
2022-11-09 3:00:00,1,0,0,0,0,0,0,0,0,0,0
2022-11-09 4:00:00,2,0,0,0,0,0,0,0,0,0,0
2022-11-09 5:00:00,0,0,0,0,0,0,0,0,0,0,0
2022-11-09 6:00:00,1,0,0,0,0,0,0,0,0,0,0
2022-11-09 7:00:00,1,0,0,0,0,1,0,1,0,0,2
2022-11-09 8:00:00,2,0,0,0,0,2,0,1,0,0,3
2022-11-09 9:00:00,1,0,0,0,0,0,0,1,0,0,1
2022-11-09 10:00:00,5,1,0,0,0,1,1,1,1,0,5
2022-11-09 11:00:00,6,0,0,1,0,0,1,1,0,1,4
2022-11-09 12:00:00,7,1,0,0,0,0,1,1,1,0,4
2022-11-09 13:00:00,15,5,0,0,0,0,0,1,0,0,6
2022-11-09 14:00:00,15,0,1,0,0,1,0,0,0,0,2
2022-11-09 15:00:00,7,2,0,1,0,1,0,2,1,0,7
2022-11-09 16:00:00,4,2,0,0,1,1,1,1,0,0,6
2022-11-09 17:00:00,3,2,0,0,0,1,1,1,0,0,5
2022-11-09 18:00:00,5,2,0,0,0,0,1,0,2,0,5
2022-11-09 19:00:00,7,2,0,0,1,0,0,1,1,0,5
2022-11-09 20:00:00,12,5,0,0,0,1,0,2,0,0,8
2022-11-09 21:00:00,13,1,0,0,0,0,0,0,0,0,1
2022-11-09 22:00:00,15,1,0,0,1,0,1,1,0,0,4
2022-11-09 23:00:00,8,1,0,0,0,0,1,0,0,0,2
2022-11-10 0:00:00,3,0,0,0,0,0,0,1,0,0,1
2022-11-10 1:00:00,4,0,0,0,0,0,0,1,0,0,1
2022-11-10 2:00:00,0,2,0,0,0,0,0,0,0,0,2
2022-11-10 3:00:00,1,1,0,0,0,0,0,0,0,0,1
2022-11-10 4:00:00,1,0,0,0,0,0,0,0,0,0,0
2022-11-10 5:00:00,1,0,0,0,0,0,0,0,0,0,0
2022-11-10 6:00:00,0,0,0,0,0,0,1,0,0,0,1
2022-11-10 7:00:00,0,0,0,0,0,1,1,0,0,0,2
2022-11-10 8:00:00,0,1,0,0,0,1,1,1,1,0,5
2022-11-10 9:00:00,3,0,0,0,0,1,0,3,0,0,4
2022-11-10 10:00:00,1,1,0,0,0,0,0,0,0,1,2
2022-11-10 11:00:00,2,1,0,0,0,0,0,3,0,0,4
2022-11-10 12:00:00,3,3,0,1,0,1,2,2,0,0,9
2022-11-10 13:00:00,10,6,0,2,0,1,0,2,0,0,11
2022-11-10 14:00:00,15,1,0,1,0,0,1,1,0,0,4
2022-11-10 15:00:00,7,1,0,0,0,0,0,1,0,0,2
2022-11-10 16:00:00,7,0,0,0,0,0,0,2,0,1,3
2022-11-10 17:00:00,0,0,0,0,0,0,2,1,0,0,3
2022-11-10 18:00:00,7,6,0,0,0,1,0,0,0,0,7
2022-11-10 19:00:00,7,2,0,0,1,0,0,1,1,0,5
2022-11-10 20:00:00,12,5,0,0,0,1,0,2,0,0,8
2022-11-10 21:00:00,13,1,0,0,0,0,0,0,0,0,1
2022-11-10 22:00:00,16,1,0,0,1,0,2,1,0,0,5
2022-11-10 23:00:00,8,1,0,0,0,0,1,0,0,0,2
2022-11-11 0:00:00,3,0,0,0,0,0,0,1,0,0,1
2022-11-11 1:00:00,4,0,0,0,0,0,0,1,0,0,1
2022-11-11 2:00:00,0,1,0,0,0,0,0,0,0,0,1
2022-11-11 3:00:00,1,2,0,0,0,0,0,0,0,0,2
2022-11-11 4:00:00,1,0,0,0,0,0,0,0,0,0,0
2022-11-11 5:00:00,1,0,0,0,0,0,0,0,0,0,0
2022-11-11 6:00:00,0,0,0,0,0,0,1,0,0,0,1
2022-11-11 7:00:00,0,0,0,0,0,1,1,0,0,0,2
2022-11-11 8:00:00,0,1,0,0,0,1,1,1,1,0,5
2022-11-11 9:00:00,3,0,0,0,0,1,0,2,0,0,3
2022-11-11 10:00:00,1,1,0,0,0,0,0,0,0,1,2
2022-11-11 11:00:00,2,1,0,0,0,0,0,3,0,0,4
2022-11-11 12:00:00,3,3,0,1,0,1,2,2,0,0,9
2022-11-11 13:00:00,10,7,0,2,0,1,0,2,0,0,12
2022-11-11 14:00:00,12,9,1,1,0,0,0,2,0,0,13
2022-11-11 15:00:00,11,2,0,0,0,2,0,0,0,0,4
2022-11-11 16:00:00,3,1,0,0,0,0,1,1,0,0,3
2022-11-11 17:00:00,1,1,0,0,0,0,0,1,3,0,5
2022-11-11 18:00:00,7,3,1,0,0,2,1,0,0,0,7
2022-11-11 19:00:00,12,4,0,1,1,0,0,2,1,0,9
2022-11-11 20:00:00,22,1,0,1,0,1,2,1,4,0,10
2022-11-11 21:00:00,14,2,0,0,1,0,0,1,0,0,4
2022-11-11 22:00:00,18,2,0,0,0,0,1,3,0,0,6
2022-11-11 23:00:00,4,3,0,0,0,0,0,0,0,0,3
2022-11-12 0:00:00,4,2,0,0,0,0,0,1,0,0,3
2022-11-12 1:00:00,4,1,0,0,0,0,0,0,0,0,1
2022-11-12 2:00:00,4,0,0,0,0,0,0,0,0,0,0
2022-11-12 3:00:00,3,1,0,0,0,0,0,0,0,0,1
2022-11-12 4:00:00,0,0,0,0,0,0,0,0,0,0,0
2022-11-12 5:00:00,2,1,0,0,0,0,0,0,0,0,1
2022-11-12 6:00:00,0,0,0,0,0,0,0,0,0,0,0
2022-11-12 7:00:00,0,0,0,0,0,3,0,0,0,0,3
2022-11-12 8:00:00,2,0,0,0,0,3,0,1,1,0,5
2022-11-12 9:00:00,1,0,0,0,0,2,1,0,2,0,5
2022-11-12 10:00:00,5,1,0,0,0,0,0,0,1,0,2
2022-11-12 11:00:00,7,1,0,0,0,0,0,2,0,1,4
2022-11-12 12:00:00,9,2,0,0,0,0,1,2,1,0,6
2022-11-12 13:00:00,13,7,0,1,0,0,1,0,1,0,10
2022-11-12 14:00:00,13,3,0,0,0,0,0,1,0,0,4
2022-11-12 15:00:00,6,1,0,1,0,1,1,1,0,0,5
2022-11-12 16:00:00,7,1,0,1,1,0,0,0,1,0,4
2022-11-12 17:00:00,4,2,0,0,0,1,1,0,0,0,4
2022-11-12 18:00:00,8,0,1,0,0,2,1,1,0,0,5
2022-11-12 19:00:00,20,2,1,1,0,1,1,3,0,0,9
2022-11-12 20:00:00,34,11,0,0,0,0,0,1,1,0,13
2022-11-12 21:00:00,18,5,1,0,0,1,0,3,1,1,12
2022-11-12 22:00:00,19,1,0,0,0,0,0,3,2,0,6
2022-11-12 23:00:00,14,2,0,0,0,0,0,1,1,0,4
2022-11-13 0:00:00,5,1,0,0,0,0,0,1,0,0,2
2022-11-13 1:00:00,5,4,0,0,0,0,0,0,0,0,4
2022-11-13 2:00:00,1,1,0,0,0,0,0,0,0,1,2
2022-11-13 3:00:00,2,2,0,0,0,0,0,0,0,0,2
2022-11-13 4:00:00,3,0,0,0,0,0,0,0,0,0,0
2022-11-13 5:00:00,1,0,0,0,0,0,0,0,0,0,0
2022-11-13 6:00:00,1,0,0,0,0,0,0,0,0,1,1
2022-11-13 7:00:00,0,0,0,0,0,1,0,1,0,0,2
2022-11-13 8:00:00,2,0,0,0,0,1,0,1,1,0,3
2022-11-13 9:00:00,0,1,0,0,0,3,0,0,0,0,4
2022-11-13 10:00:00,5,2,0,0,0,0,0,2,1,2,7
2022-11-13 11:00:00,11,2,0,1,9,1,2,0,1,0,16
2022-11-13 12:00:00,10,4,0,0,0,2,0,0,5,0,11
2022-11-13 13:00:00,27,11,0,0,0,1,3,1,1,0,17
2022-11-13 14:00:00,27,4,0,0,0,0,2,2,0,0,8
2022-11-13 15:00:00,14,1,0,0,0,0,0,2,1,0,4
2022-11-13 16:00:00,10,2,1,1,0,1,2,3,1,0,11
2022-11-13 17:00:00,9,4,0,0,0,2,0,4,1,0,11
2022-11-13 18:00:00,4,5,1,0,0,1,0,1,1,0,9
2022-11-13 19:00:00,13,2,0,0,1,0,0,1,0,0,4
2022-11-13 20:00:00,30,9,0,1,1,0,0,0,0,0,11
2022-11-13 21:00:00,24,7,0,0,0,1,0,0,0,0,8
2022-11-13 22:00:00,32,5,1,4,1,0,2,1,1,0,15
2022-11-13 23:00:00,17,2,0,1,1,0,0,3,0,0,7
2022-11-14 0:00:00,6,5,2,0,0,0,0,1,0,0,8
2022-11-14 1:00:00,8,1,0,0,0,0,0,0,0,1,2
2022-11-14 2:00:00,1,1,0,0,0,0,0,0,0,0,1
2022-11-14 3:00:00,3,1,0,0,0,0,0,0,0,0,1
2022-11-14 4:00:00,1,1,0,0,0,0,0,0,0,0,1
2022-11-14 5:00:00,0,0,0,0,0,0,0,0,0,0,0
2022-11-14 6:00:00,0,0,0,0,0,0,0,0,0,0,0
2022-11-14 7:00:00,1,0,0,0,0,3,0,1,0,0,4
2022-11-14 8:00:00,2,1,0,0,0,1,0,0,0,0,2
2022-11-14 9:00:00,1,0,0,0,0,0,0,2,1,0,3
2022-11-14 10:00:00,5,1,0,0,0,1,0,1,0,0,3
2022-11-14 11:00:00,1,3,0,0,0,0,0,1,0,0,4
2022-11-14 12:00:00,5,2,0,0,0,1,1,0,0,0,4
2022-11-14 13:00:00,4,2,0,0,0,1,0,2,0,0,5
2022-11-14 14:00:00,8,1,0,0,0,0,1,0,0,0,2
2022-11-14 15:00:00,10,6,0,2,0,1,1,3,1,0,14
2022-11-14 16:00:00,4,1,0,1,0,0,1,3,1,0,7
2022-11-14 17:00:00,5,1,0,0,0,0,1,0,0,0,2
2022-11-14 18:00:00,6,1,0,2,0,0,1,0,0,1,5
2022-11-14 19:00:00,19,5,1,0,1,1,1,0,0,0,9
2022-11-14 20:00:00,15,4,1,1,2,0,1,0,0,0,9
2022-11-14 21:00:00,16,1,0,1,0,0,1,1,1,1,6
2022-11-14 22:00:00,15,5,0,1,1,0,1,2,0,0,10
2022-11-14 23:00:00,12,1,0,0,0,0,1,1,1,0,4
2022-11-15 0:00:00,3,4,0,0,0,0,0,0,0,0,4
2022-11-15 1:00:00,3,2,0,0,0,0,0,1,0,0,3
2022-11-15 2:00:00,5,1,0,0,0,0,0,0,0,0,1
2022-11-15 3:00:00,5,0,0,0,0,0,0,0,0,0,0
2022-11-15 4:00:00,0,2,0,0,0,0,0,0,0,0,2
2022-11-15 5:00:00,0,2,0,0,0,0,0,0,0,0,2
2022-11-15 6:00:00,0,0,0,0,0,0,0,0,0,0,0
2022-11-15 7:00:00,0,0,0,0,0,1,0,0,0,0,1
2022-11-15 8:00:00,2,0,0,0,0,2,0,0,1,1,4
2022-11-15 9:00:00,1,0,0,0,0,0,0,2,1,0,3
2022-11-15 10:00:00,3,1,0,0,0,0,0,1,1,0,3
2022-11-15 11:00:00,4,2,0,0,0,0,0,2,0,0,4
2022-11-15 12:00:00,7,2,0,0,0,1,2,1,0,0,6
2022-11-15 13:00:00,7,2,0,0,0,0,0,2,0,0,4
2022-11-15 14:00:00,6,5,0,0,0,0,0,0,0,0,5
2022-11-15 15:00:00,7,3,0,0,0,1,0,0,0,0,4
2022-11-15 16:00:00,6,3,0,0,0,0,1,0,1,1,6
2022-11-15 17:00:00,1,0,0,0,0,0,1,5,0,0,6
2022-11-15 18:00:00,7,1,0,1,0,0,2,1,1,0,6
2022-11-15 19:00:00,15,4,0,2,0,1,1,2,1,0,11
2022-11-15 20:00:00,16,5,2,1,0,1,1,3,1,0,14
2022-11-15 21:00:00,17,3,0,0,0,1,0,2,1,0,7
2022-11-15 22:00:00,14,2,0,3,0,0,1,3,0,0,9
2022-11-15 23:00:00,7,1,0,0,0,0,0,5,0,0,13
2022-11-16 0:00:00,3,1,0,0,0,0,0,1,0,0,5
2022-11-16 1:00:00,2,2,0,0,0,0,0,0,0,0,4
2022-11-16 2:00:00,3,2,0,0,0,0,0,0,0,0,5
2022-11-16 3:00:00,2,1,0,0,0,0,0,0,0,0,3
2022-11-16 4:00:00,0,1,0,0,0,0,0,0,0,0,1
2022-11-16 5:00:00,0,1,0,0,0,0,0,0,0,0,1
2022-11-16 6:00:00,0,0,0,0,0,0,0,1,0,0,1
2022-11-16 7:00:00,3,0,0,0,0,1,0,1,0,0,5
2022-11-16 8:00:00,1,1,0,0,0,0,0,0,0,0,2
2022-11-16 9:00:00,0,0,0,0,0,0,0,1,1,0,2
2022-11-16 10:00:00,2,0,0,0,0,1,0,0,0,0,3
2022-11-16 11:00:00,6,2,0,0,0,1,0,0,0,0,9
2022-11-16 12:00:00,4,6,0,1,0,0,2,0,0,0,13
2022-11-16 13:00:00,11,2,0,0,0,0,1,0,1,0,15
2022-11-16 14:00:00,12,1,0,1,0,0,0,1,0,0,15
2022-11-16 15:00:00,8,2,0,1,0,0,1,2,0,1,15
2022-11-16 16:00:00,9,1,0,0,0,0,0,3,0,0,13
2022-11-16 17:00:00,5,6,0,1,0,1,0,3,1,0,17
2022-11-16 18:00:00,5,3,0,1,0,2,0,3,2,0,16
